TransactionID,DateKey,ProductID,BrandID,SegmentID,GeographyID,Units,Revenue,COGS,GrossProfit,IsForecast
65,20230101,6,1,1,3,4234,62239.8,27477.75,34762.05,0
66,20230101,6,1,1,6,2399,35265.3,16750.7,18514.6,0
67,20230101,6,1,1,7,4453,65459.1,31745.36,33713.74,0
68,20230101,6,1,1,9,2750,40425.0,18620.46,21804.54,0
69,20230101,6,1,1,11,1906,28018.2,11960.05,16058.15,0
70,20230101,6,1,1,13,2783,40910.1,17623.16,23286.94,0
71,20230101,6,1,1,14,711,10451.7,5096.93,5354.77,0
72,20230101,6,1,1,15,2703,39734.1,18894.11,20839.99,0
73,20230101,6,1,1,16,2276,33457.2,13839.14,19618.06,0
74,20230101,6,1,1,18,1731,25445.7,12478.98,12966.72,0
75,20230101,7,1,1,1,4456,31726.72,15579.31,16147.41,0
76,20230101,7,1,1,3,2833,20170.96,8365.05,11805.91,0
77,20230101,7,1,1,4,2935,20897.2,9318.35,11578.85,0
78,20230101,7,1,1,5,4162,29633.44,13571.08,16062.36,0
79,20230101,7,1,1,6,1182,8415.84,3858.47,4557.37,0
80,20230101,7,1,1,7,1202,8558.24,3719.13,4839.11,0
81,20230101,7,1,1,8,3594,25589.28,12725.83,12863.45,0
82,20230101,7,1,1,9,2966,21117.92,8803.92,12314.0,0
83,20230101,7,1,1,14,3073,21879.76,9033.6,12846.16,0
84,20230101,7,1,1,15,2641,18803.92,8814.87,9989.05,0
85,20230101,7,1,1,16,5030,35813.6,14544.18,21269.42,0
86,20230101,7,1,1,18,1933,13762.96,6243.69,7519.27,0
87,20230101,8,1,1,1,1008,6884.64,3007.84,3876.8,0
88,20230101,8,1,1,2,713,4869.79,2019.86,2849.93,0
89,20230101,8,1,1,4,1351,9227.33,4181.93,5045.4,0
90,20230101,8,1,1,6,2109,14404.47,6149.62,8254.85,0
91,20230101,8,1,1,7,1174,8018.42,3881.48,4136.94,0
92,20230101,8,1,1,9,4000,27320.0,12783.31,14536.69,0
93,20230101,8,1,1,10,2507,17122.81,7849.44,9273.37,0
94,20230101,8,1,1,11,4193,28638.19,11820.64,16817.55,0
95,20230101,8,1,1,13,1983,13543.89,6092.38,7451.51,0
96,20230101,8,1,1,14,3454,23590.82,9676.44,13914.38,0
97,20230101,9,1,1,3,603,6180.75,2903.07,3277.68,0
98,20230101,9,1,1,4,465,4766.25,2368.57,2397.68,0
99,20230101,9,1,1,5,1242,12730.5,5716.95,7013.55,0
100,20230101,9,1,1,6,4627,47426.75,21681.67,25745.08,0
101,20230101,9,1,1,8,1657,16984.25,7132.55,9851.7,0
102,20230101,9,1,1,9,2500,25625.0,10989.62,14635.38,0
103,20230101,9,1,1,10,5080,52070.0,22497.58,29572.42,0
104,20230101,9,1,1,11,1265,12966.25,5360.79,7605.46,0
105,20230101,9,1,1,13,2566,26301.5,10751.71,15549.79,0
106,20230101,9,1,1,17,2623,26885.75,11041.17,15844.58,0
107,20230101,9,1,1,18,4900,50225.0,20714.28,29510.72,0
108,20230101,10,1,1,1,2870,22701.7,11183.88,11517.82,0
109,20230101,10,1,1,2,4339,34321.49,14208.32,20113.17,0
110,20230101,10,1,1,3,1549,12252.59,5899.1,6353.49,0
111,20230101,10,1,1,4,2839,22456.49,10952.48,11504.01,0
112,20230101,10,1,1,5,2661,21048.51,9921.81,11126.7,0
113,20230101,10,1,1,6,2614,20676.74,9005.47,11671.27,0
114,20230101,10,1,1,7,4362,34503.42,16929.01,17574.41,0
115,20230101,10,1,1,8,2298,18177.18,7875.84,10301.34,0
116,20230101,10,1,1,9,2582,20423.62,9340.03,11083.59,0
117,20230101,10,1,1,10,1634,12924.94,6176.28,6748.66,0
118,20230101,10,1,1,13,2140,16927.4,8161.14,8766.26,0
119,20230101,10,1,1,15,3583,28341.53,12715.02,15626.51,0
120,20230101,10,1,1,16,4310,34092.1,15822.65,18269.45,0
121,20230101,10,1,1,17,1136,8985.76,3904.94,5080.82,0
122,20230101,11,1,1,1,2701,17259.39,7634.86,9624.53,0
123,20230101,11,1,1,3,2694,17214.66,7756.73,9457.93,0
124,20230101,11,1,1,4,2258,14428.62,7116.37,7312.25,0
125,20230101,11,1,1,5,2796,17866.44,8310.34,9556.1,0
126,20230101,11,1,1,6,3266,20869.74,8509.26,12360.48,0
127,20230101,11,1,1,8,1924,12294.36,6128.54,6165.82,0
128,20230101,11,1,1,9,1783,11393.37,4935.77,6457.6,0
129,20230101,11,1,1,10,2937,18767.43,8903.74,9863.69,0
130,20230101,11,1,1,12,994,6351.66,3089.14,3262.52,0
131,20230101,11,1,1,13,3571,22818.69,11223.27,11595.42,0
132,20230101,11,1,1,14,1361,8696.79,3601.22,5095.57,0
133,20230101,11,1,1,16,4349,27790.11,12123.14,15666.97,0
134,20230101,11,1,1,17,2606,16652.34,7765.88,8886.46,0
135,20230101,12,1,1,1,1148,9941.68,4832.28,5109.4,0
136,20230101,12,1,1,2,4809,41645.94,16937.72,24708.22,0
137,20230101,12,1,1,3,1543,13362.38,5619.07,7743.31,0
138,20230101,12,1,1,6,3894,33722.04,14480.39,19241.65,0
139,20230101,12,1,1,7,3403,29469.98,13086.92,16383.06,0
140,20230101,12,1,1,8,1231,10660.46,4458.13,6202.33,0
141,20230101,12,1,1,9,2106,18237.96,8255.56,9982.4,0
142,20230101,12,1,1,10,472,4087.52,1927.66,2159.86,0
143,20230101,12,1,1,11,1285,11128.1,4733.77,6394.33,0
144,20230101,12,1,1,13,692,5992.72,2876.46,3116.26,0
145,20230101,12,1,1,15,3599,31167.34,14976.89,16190.45,0
146,20230101,12,1,1,16,1904,16488.64,7964.38,8524.26,0
147,20230101,12,1,1,17,562,4866.92,2144.56,2722.36,0
148,20230101,12,1,1,18,4096,35471.36,14925.94,20545.42,0
149,20230101,13,1,1,3,4966,63813.1,30741.6,33071.5,0
150,20230101,13,1,1,4,1739,22346.15,9014.95,13331.2,0
151,20230101,13,1,1,5,1205,15484.25,7048.5,8435.75,0
152,20230101,13,1,1,6,4179,53700.15,22232.47,31467.68,0
153,20230101,13,1,1,7,3459,44448.15,19873.06,24575.09,0
154,20230101,13,1,1,9,3341,42931.85,19498.08,23433.77,0
155,20230101,13,1,1,10,3417,43908.45,20395.71,23512.74,0
156,20230101,13,1,1,11,1001,12862.85,6034.25,6828.6,0
157,20230101,13,1,1,12,2249,28899.65,13225.97,15673.68,0
158,20230101,13,1,1,14,1777,22834.45,9453.5,13380.95,0
159,20230101,13,1,1,17,1085,13942.25,6504.11,7438.14,0
160,20230101,14,1,1,1,3201,32458.14,15485.49,16972.65,0
161,20230101,14,1,1,2,4039,40955.46,19404.83,21550.63,0
162,20230101,14,1,1,4,4246,43054.44,18464.73,24589.71,0
163,20230101,14,1,1,5,1657,16801.98,7746.39,9055.59,0
164,20230101,14,1,1,6,4634,46988.76,23197.55,23791.21,0
165,20230101,14,1,1,7,1865,18911.1,8060.41,10850.69,0
166,20230101,14,1,1,8,4194,42527.16,19549.07,22978.09,0
167,20230101,14,1,1,9,615,6236.1,2709.2,3526.9,0
168,20230101,14,1,1,10,1754,17785.56,8178.31,9607.25,0
169,20230101,14,1,1,11,3920,39748.8,15908.82,23839.98,0
170,20230101,14,1,1,12,4582,46461.48,20261.73,26199.75,0
171,20230101,14,1,1,14,3618,36686.52,17208.03,19478.49,0
172,20230101,14,1,1,15,4431,44930.34,21894.31,23036.03,0
173,20230101,14,1,1,16,3284,33299.76,15731.15,17568.61,0
174,20230101,14,1,1,17,4247,43064.58,17448.03,25616.55,0
175,20230101,14,1,1,18,3892,39464.88,19437.43,20027.45,0
176,20230101,15,2,1,2,4344,23718.24,9773.15,13945.09,0
177,20230101,15,2,1,3,3673,20054.58,9969.25,10085.33,0
178,20230101,15,2,1,4,3995,21812.7,10567.27,11245.43,0
179,20230101,15,2,1,5,4025,21976.5,10219.44,11757.06,0
180,20230101,15,2,1,6,2666,14556.36,5934.56,8621.8,0
181,20230101,15,2,1,7,3250,17745.0,7815.76,9929.24,0
182,20230101,15,2,1,8,4286,23401.56,11211.04,12190.52,0
183,20230101,15,2,1,9,3124,17057.04,7550.84,9506.2,0
184,20230101,15,2,1,10,3274,17876.04,8705.81,9170.23,0
185,20230101,15,2,1,12,3403,18580.38,9164.94,9415.44,0
186,20230101,15,2,1,18,814,4444.44,2215.15,2229.29,0
187,20230101,16,2,1,1,1282,8602.22,3890.37,4711.85,0
188,20230101,16,2,1,2,3574,23981.54,10443.05,13538.49,0
189,20230101,16,2,1,8,2626,17620.46,7738.25,9882.21,0
190,20230101,16,2,1,10,2401,16110.71,6588.33,9522.38,0
191,20230101,16,2,1,11,2079,13950.09,6418.16,7531.93,0
192,20230101,16,2,1,12,1445,9695.95,3995.06,5700.89,0
193,20230101,16,2,1,14,1235,8286.85,3960.77,4326.08,0
194,20230101,16,2,1,15,2266,15204.86,6410.86,8794.0,0
195,20230101,16,2,1,16,2309,15493.39,6600.55,8892.84,0
196,20230101,16,2,1,17,1356,9098.76,3779.53,5319.23,0
197,20230101,16,2,1,18,4500,30195.0,14336.2,15858.8,0
198,20230101,17,2,1,2,1567,22705.83,11074.68,11631.15,0
199,20230101,17,2,1,5,1516,21966.84,9509.56,12457.28,0
200,20230101,17,2,1,6,1596,23126.04,10195.01,12931.03,0
201,20230101,17,2,1,7,3673,53221.77,24123.31,29098.46,0
202,20230101,17,2,1,8,2215,32095.35,13082.48,19012.87,0
203,20230101,17,2,1,9,3824,55409.76,25023.49,30386.27,0
204,20230101,17,2,1,10,2083,30182.67,13714.34,16468.33,0
205,20230101,17,2,1,11,1916,27762.84,13319.02,14443.82,0
206,20230101,17,2,1,12,1989,28820.61,12216.16,16604.45,0
207,20230101,17,2,1,13,4870,70566.3,33538.16,37028.14,0
208,20230101,17,2,1,15,1245,18040.05,8801.87,9238.18,0
209,20230101,17,2,1,17,4085,59191.65,24628.22,34563.43,0
210,20230101,17,2,1,18,1035,14997.15,6008.44,8988.71,0
211,20230101,18,2,1,2,1582,20692.56,8516.73,12175.83,0
212,20230101,18,2,1,3,1262,16506.96,7859.01,8647.95,0
213,20230101,18,2,1,4,1828,23910.24,10501.74,13408.5,0
214,20230101,18,2,1,6,834,10908.72,5113.88,5794.84,0
215,20230101,18,2,1,8,1581,20679.48,9737.08,10942.4,0
216,20230101,18,2,1,9,512,6696.96,2709.42,3987.54,0
217,20230101,18,2,1,10,1285,16807.8,7983.12,8824.68,0
218,20230101,18,2,1,12,429,5611.32,2426.12,3185.2,0
219,20230101,18,2,1,13,3072,40181.76,16076.84,24104.92,0
220,20230101,18,2,1,15,942,12321.36,5484.71,6836.65,0
221,20230101,18,2,1,17,2413,31562.04,15275.86,16286.18,0
222,20230101,18,2,1,18,3633,47519.64,20306.38,27213.26,0
223,20230101,19,2,1,1,3733,22323.34,11035.8,11287.54,0
224,20230101,19,2,1,2,4898,29290.04,13942.33,15347.71,0
225,20230101,19,2,1,3,4525,27059.5,12842.0,14217.5,0
226,20230101,19,2,1,5,1178,7044.44,3426.67,3617.77,0
227,20230101,19,2,1,6,1797,10746.06,4517.32,6228.74,0
228,20230101,19,2,1,9,4233,25313.34,11710.51,13602.83,0
229,20230101,19,2,1,12,2964,17724.72,7908.94,9815.78,0
230,20230101,19,2,1,14,4477,26772.46,11861.02,14911.44,0
231,20230101,19,2,1,16,601,3593.98,1593.3,2000.68,0
232,20230101,19,2,1,17,2649,15841.02,6451.17,9389.85,0
233,20230101,19,2,1,18,2050,12259.0,5788.56,6470.44,0
234,20230101,20,2,1,1,1292,12144.8,5805.03,6339.77,0
235,20230101,20,2,1,3,1819,17098.6,8526.49,8572.11,0
236,20230101,20,2,1,5,3113,29262.2,11733.47,17528.73,0
237,20230101,20,2,1,6,480,4512.0,2203.0,2309.0,0
238,20230101,20,2,1,8,1274,11975.6,5960.81,6014.79,0
239,20230101,20,2,1,10,4096,38502.4,16045.81,22456.59,0
240,20230101,20,2,1,12,925,8695.0,4292.04,4402.96,0
241,20230101,20,2,1,14,1282,12050.8,5680.85,6369.95,0
242,20230101,20,2,1,15,4892,45984.8,18762.33,27222.47,0
243,20230101,20,2,1,16,1367,12849.8,6147.13,6702.67,0
244,20230101,20,2,1,17,3828,35983.2,14610.45,21372.75,0
245,20230101,21,2,1,2,2405,23929.75,10697.04,13232.71,0
246,20230101,21,2,1,3,4444,44217.8,20599.78,23618.02,0
247,20230101,21,2,1,4,3388,33710.6,15686.43,18024.17,0
248,20230101,21,2,1,5,880,8756.0,4071.83,4684.17,0
249,20230101,21,2,1,7,892,8875.4,3704.76,5170.64,0
250,20230101,21,2,1,8,2524,25113.8,11114.1,13999.7,0
251,20230101,21,2,1,9,1936,19263.2,8677.77,10585.43,0
252,20230101,21,2,1,10,1798,17890.1,8026.7,9863.4,0
253,20230101,21,2,1,11,2006,19959.7,9291.26,10668.44,0
254,20230101,21,2,1,12,5103,50774.85,21379.57,29395.28,0
255,20230101,21,2,1,13,4311,42894.45,18169.2,24725.25,0
256,20230101,21,2,1,14,2823,28088.85,11740.25,16348.6,0
257,20230101,21,2,1,16,808,8039.6,3271.42,4768.18,0
258,20230101,21,2,1,17,2137,21263.15,9452.12,11811.03,0
259,20230101,21,2,1,18,3569,35511.55,14785.32,20726.23,0
260,20230101,22,2,1,1,2339,32956.51,16010.23,16946.28,0
261,20230101,22,2,1,3,4163,58656.67,24852.99,33803.68,0
262,20230101,22,2,1,5,966,13610.94,6151.84,7459.1,0
263,20230101,22,2,1,6,3657,51527.13,21892.41,29634.72,0
264,20230101,22,2,1,7,2445,34450.05,14357.47,20092.58,0
265,20230101,22,2,1,9,2794,39367.46,18523.91,20843.55,0
266,20230101,22,2,1,10,1993,28081.37,11810.58,16270.79,0
267,20230101,22,2,1,14,1268,17866.12,8289.88,9576.24,0
268,20230101,23,2,1,1,1304,15165.52,7562.48,7603.04,0
269,20230101,23,2,1,2,674,7838.62,3636.43,4202.19,0
270,20230101,23,2,1,3,3393,39460.59,17884.51,21576.08,0
271,20230101,23,2,1,7,1390,16165.7,8034.21,8131.49,0
272,20230101,23,2,1,9,1731,20131.53,9446.97,10684.56,0
273,20230101,23,2,1,10,2980,34657.4,15586.04,19071.36,0
274,20230101,23,2,1,11,4446,51706.98,24656.57,27050.41,0
275,20230101,23,2,1,13,3103,36087.89,16812.93,19274.96,0
276,20230101,23,2,1,14,2436,28330.68,13195.99,15134.69,0
277,20230101,23,2,1,15,1166,13560.58,5976.02,7584.56,0
278,20230101,23,2,1,16,2609,30342.67,13013.02,17329.65,0
279,20230101,23,2,1,18,3308,38472.04,17957.18,20514.86,0
280,20230101,24,2,1,1,1346,13729.2,6684.61,7044.59,0
281,20230101,24,2,1,2,1311,13372.2,5788.0,7584.2,0
282,20230101,24,2,1,3,4223,43074.6,20225.54,22849.06,0
283,20230101,24,2,1,4,1697,17309.4,7569.84,9739.56,0
284,20230101,24,2,1,7,3470,35394.0,15928.88,19465.12,0
285,20230101,24,2,1,8,3527,35975.4,17679.16,18296.24,0
286,20230101,24,2,1,9,434,4426.8,2003.85,2422.95,0
287,20230101,24,2,1,11,555,5661.0,2724.63,2936.37,0
288,20230101,24,2,1,12,1566,15973.2,7077.5,8895.7,0
289,20230101,24,2,1,13,3921,39994.2,16971.47,23022.73,0
290,20230101,24,2,1,14,3760,38352.0,17178.56,21173.44,0
291,20230101,24,2,1,17,774,7894.8,3400.52,4494.28,0
292,20230101,24,2,1,18,593,6048.6,2852.61,3195.99,0
293,20230101,25,2,1,2,3745,25653.25,10577.41,15075.84,0
294,20230101,25,2,1,3,3703,25365.55,12158.74,13206.81,0
295,20230101,25,2,1,5,1643,11254.55,5419.91,5834.64,0
296,20230101,25,2,1,6,2181,14939.85,7397.32,7542.53,0
297,20230101,25,2,1,7,1907,13062.95,5523.12,7539.83,0
298,20230101,25,2,1,9,2662,18234.7,8945.75,9288.95,0
299,20230101,25,2,1,10,1375,9418.75,4502.66,4916.09,0
300,20230101,25,2,1,12,3917,26831.45,12789.63,14041.82,0
301,20230101,25,2,1,14,2120,14522.0,7061.75,7460.25,0
302,20230101,25,2,1,18,1288,8822.8,4091.98,4730.82,0
303,20230101,26,2,1,2,892,11373.0,5672.61,5700.39,0
304,20230101,26,2,1,4,4113,52440.75,23314.06,29126.69,0
305,20230101,26,2,1,5,3250,41437.5,17006.4,24431.1,0
306,20230101,26,2,1,6,3304,42126.0,20105.15,22020.85,0
307,20230101,26,2,1,8,514,6553.5,2769.94,3783.56,0
308,20230101,26,2,1,9,1126,14356.5,6936.86,7419.64,0
309,20230101,26,2,1,10,2600,33150.0,15050.14,18099.86,0
310,20230101,26,2,1,11,2087,26609.25,11257.92,15351.33,0
311,20230101,26,2,1,12,839,10697.25,5342.36,5354.89,0
312,20230101,26,2,1,13,1889,24084.75,10708.93,13375.82,0
313,20230101,26,2,1,14,1123,14318.25,7098.45,7219.8,0
314,20230101,26,2,1,16,1297,16536.75,7291.84,9244.91,0
315,20230101,26,2,1,17,2661,33927.75,14750.33,19177.42,0
316,20230101,26,2,1,18,3281,41832.75,17714.67,24118.08,0
317,20230101,27,2,1,1,2075,28946.25,13803.31,15142.94,0
318,20230101,27,2,1,3,3996,55744.2,26689.78,29054.42,0
319,20230101,27,2,1,4,1576,21985.2,10513.38,11471.82,0
320,20230101,27,2,1,5,3553,49564.35,20952.62,28611.73,0
321,20230101,27,2,1,6,2420,33759.0,16666.68,17092.32,0
322,20230101,27,2,1,7,2080,29016.0,13349.08,15666.92,0
323,20230101,27,2,1,8,2003,27941.85,12782.24,15159.61,0
324,20230101,27,2,1,9,644,8983.8,4429.55,4554.25,0
325,20230101,27,2,1,11,2325,32433.75,14700.54,17733.21,0
326,20230101,27,2,1,12,3756,52396.2,22554.88,29841.32,0
327,20230101,27,2,1,14,4116,57418.2,28464.06,28954.14,0
328,20230101,27,2,1,15,5064,70642.8,29193.31,41449.49,0
329,20230101,27,2,1,16,4665,65076.75,26936.56,38140.19,0
330,20230101,27,2,1,17,631,8802.45,3963.36,4839.09,0
331,20230101,27,2,1,18,1543,21524.85,8872.03,12652.82,0
332,20230101,28,2,1,1,1237,17590.14,8730.19,8859.95,0
333,20230101,28,2,1,2,4395,62496.9,26947.51,35549.39,0
334,20230101,28,2,1,3,2961,42105.42,19540.39,22565.03,0
335,20230101,28,2,1,5,2731,38834.82,15772.18,23062.64,0
336,20230101,28,2,1,6,4447,63236.34,29212.01,34024.33,0
337,20230101,28,2,1,8,3795,53964.9,22241.01,31723.89,0
338,20230101,28,2,1,9,1185,16850.7,7905.7,8945.0,0
339,20230101,28,2,1,10,1865,26520.3,11225.1,15295.2,0
340,20230101,28,2,1,13,3854,54803.88,26262.53,28541.35,0
341,20230101,28,2,1,14,1093,15542.46,6788.57,8753.89,0
342,20230101,28,2,1,15,1757,24984.54,10960.91,14023.63,0
343,20230101,28,2,1,16,4212,59894.64,26464.93,33429.71,0
344,20230101,28,2,1,17,3285,46712.7,19325.56,27387.14,0
345,20230101,28,2,1,18,2906,41323.32,17526.05,23797.27,0
346,20230101,29,3,1,1,2382,16578.72,6702.17,9876.55,0
347,20230101,29,3,1,2,2756,19181.76,9292.33,9889.43,0
348,20230101,29,3,1,4,940,6542.4,3099.37,3443.03,0
349,20230101,29,3,1,5,3959,27554.64,12287.85,15266.79,0
350,20230101,29,3,1,6,2488,17316.48,7103.48,10213.0,0
351,20230101,29,3,1,7,927,6451.92,2863.11,3588.81,0
352,20230101,29,3,1,9,3867,26914.32,12868.2,14046.12,0
353,20230101,29,3,1,10,3073,21388.08,9517.96,11870.12,0
354,20230101,29,3,1,12,4227,29419.92,12209.76,17210.16,0
355,20230101,29,3,1,13,2174,15131.04,6109.95,9021.09,0
356,20230101,29,3,1,14,3275,22794.0,9280.02,13513.98,0
357,20230101,29,3,1,16,4383,30505.68,13106.87,17398.81,0
358,20230101,29,3,1,17,5373,37396.08,17889.7,19506.38,0
359,20230101,29,3,1,18,2497,17379.12,8099.2,9279.92,0
360,20230101,30,3,1,1,1722,14206.5,6413.75,7792.75,0
361,20230101,30,3,1,2,4331,35730.75,16524.27,19206.48,0
362,20230101,30,3,1,3,2830,23347.5,9935.33,13412.17,0
363,20230101,30,3,1,6,3862,31861.5,15830.35,16031.15,0
364,20230101,30,3,1,7,1085,8951.25,3682.51,5268.74,0
365,20230101,30,3,1,8,4657,38420.25,17890.31,20529.94,0
366,20230101,30,3,1,10,1403,11574.75,4739.87,6834.88,0
367,20230101,30,3,1,11,4517,37265.25,15803.05,21462.2,0
368,20230101,30,3,1,14,3989,32909.25,15848.92,17060.33,0
369,20230101,30,3,1,15,2682,22126.5,10054.32,12072.18,0
370,20230101,30,3,1,16,3484,28743.0,13647.73,15095.27,0
371,20230101,30,3,1,17,1938,15988.5,7266.82,8721.68,0
372,20230101,30,3,1,18,2961,24428.25,11549.55,12878.7,0
373,20230101,31,3,1,2,846,6522.66,2927.63,3595.03,0
374,20230101,31,3,1,4,2717,20948.07,9615.89,11332.18,0
375,20230101,31,3,1,5,1006,7756.26,3220.07,4536.19,0
376,20230101,31,3,1,7,1848,14248.08,5927.3,8320.78,0
377,20230101,31,3,1,8,4391,33854.61,16052.88,17801.73,0
378,20230101,31,3,1,9,2438,18796.98,7902.32,10894.66,0
379,20230101,31,3,1,10,4644,35805.24,16524.04,19281.2,0
380,20230101,31,3,1,11,2741,21133.11,9624.5,11508.61,0
381,20230101,31,3,1,13,3252,25072.92,10056.83,15016.09,0
382,20230101,31,3,1,14,3206,24718.26,11968.51,12749.75,0
383,20230101,31,3,1,15,1369,10554.99,4628.76,5926.23,0
384,20230101,31,3,1,16,2574,19845.54,9115.14,10730.4,0
385,20230101,31,3,1,17,2165,16692.15,6725.39,9966.76,0
386,20230101,32,3,1,2,2749,23558.93,10556.69,13002.24,0
387,20230101,32,3,1,3,4298,36833.86,17322.76,19511.1,0
388,20230101,32,3,1,5,1070,9169.9,3688.99,5480.91,0
389,20230101,32,3,1,6,3226,27646.82,11220.6,16426.22,0
390,20230101,32,3,1,7,1131,9692.67,4080.46,5612.21,0
391,20230101,32,3,1,8,2393,20508.01,8505.6,12002.41,0
392,20230101,32,3,1,9,1492,12786.44,5589.49,7196.95,0
393,20230101,32,3,1,11,1994,17088.58,8429.99,8658.59,0
394,20230101,32,3,1,12,2916,24990.12,11235.97,13754.15,0
395,20230101,32,3,1,14,2678,22950.46,10878.49,12071.97,0
396,20230101,32,3,1,15,1149,9846.93,4295.46,5551.47,0
397,20230101,32,3,1,16,4088,35034.16,16068.34,18965.82,0
398,20230101,32,3,1,17,2473,21193.61,8596.42,12597.19,0
399,20230101,32,3,1,18,2593,22222.01,9906.99,12315.02,0
400,20230101,33,3,1,1,1764,18398.52,8698.71,9699.81,0
401,20230101,33,3,1,2,3390,35357.7,16849.76,18507.94,0
402,20230101,33,3,1,4,4405,45944.15,22616.57,23327.58,0
403,20230101,33,3,1,5,1590,16583.7,7101.45,9482.25,0
404,20230101,33,3,1,8,1227,12797.61,5594.1,7203.51,0
405,20230101,33,3,1,9,622,6487.46,2696.44,3791.02,0
406,20230101,33,3,1,10,3093,32259.99,14716.98,17543.01,0
407,20230101,33,3,1,11,1099,11462.57,4983.17,6479.4,0
408,20230101,33,3,1,12,1167,12171.81,6041.35,6130.46,0
409,20230101,33,3,1,13,2033,21204.19,10151.96,11052.23,0
