BudgetID,DateKey,SegmentID,GeographyID,BudgetRevenue,BudgetCOGS,BudgetOpEx,BudgetGrossProfit,BudgetOperatingIncome
233,20240501,1,17,5845352.81,2630408.76,2045873.48,3214944.05,1169070.57
234,20240501,1,18,6027813.69,2712516.16,2109734.79,3315297.53,1205562.74
235,20240501,2,1,3849465.48,1154839.64,1347312.92,2694625.84,1347312.92
236,20240501,2,2,5068703.29,1520610.99,1774046.15,3548092.3,1774046.15
237,20240501,2,3,3188597.59,956579.28,1116009.16,2232018.31,1116009.15
238,20240501,2,4,3555212.39,1066563.72,1244324.34,2488648.67,1244324.33
239,20240501,2,5,6935102.81,2080530.84,2427285.98,4854571.97,2427285.99
240,20240501,2,6,7148246.56,2144473.97,2501886.3,5003772.59,2501886.29
241,20240501,2,7,5107499.04,1532249.71,1787624.66,3575249.33,1787624.67
242,20240501,2,8,6564860.27,1969458.08,2297701.09,4595402.19,2297701.1
243,20240501,2,9,3490662.92,1047198.88,1221732.02,2443464.04,1221732.02
244,20240501,2,10,7441030.07,2232309.02,2604360.52,5208721.05,2604360.53
245,20240501,2,11,7811540.55,2343462.16,2734039.19,5468078.39,2734039.2
246,20240501,2,12,4395209.29,1318562.79,1538323.25,3076646.5,1538323.25
247,20240501,2,13,4010468.73,1203140.62,1403664.06,2807328.11,1403664.05
248,20240501,2,14,7698749.28,2309624.78,2694562.25,5389124.5,2694562.25
249,20240501,2,15,5128004.15,1538401.24,1794801.45,3589602.91,1794801.46
250,20240501,2,16,3634680.46,1090404.14,1272138.16,2544276.32,1272138.16
251,20240501,2,17,5266782.25,1580034.68,1843373.79,3686747.57,1843373.78
252,20240501,2,18,2319328.88,695798.66,811765.11,1623530.22,811765.11
253,20240501,3,1,4402136.68,1540747.84,1540747.84,2861388.84,1320641.0
254,20240501,3,2,4740002.55,1659000.89,1659000.89,3081001.66,1422000.77
255,20240501,3,3,8016592.91,2805807.52,2805807.52,5210785.39,2404977.87
256,20240501,3,4,8186670.62,2865334.72,2865334.72,5321335.9,2456001.18
257,20240501,3,5,8353202.67,2923620.93,2923620.93,5429581.74,2505960.81
258,20240501,3,6,6190297.61,2166604.16,2166604.16,4023693.45,1857089.29
259,20240501,3,7,7924696.64,2773643.82,2773643.82,5151052.82,2377409.0
260,20240501,3,8,2823247.96,988136.79,988136.79,1835111.17,846974.38
261,20240501,3,9,6250789.41,2187776.29,2187776.29,4063013.12,1875236.83
262,20240501,3,10,2478403.15,867441.1,867441.1,1610962.05,743520.95
263,20240501,3,11,6861139.59,2401398.86,2401398.86,4459740.73,2058341.87
264,20240501,3,12,4090597.55,1431709.14,1431709.14,2658888.41,1227179.27
265,20240501,3,13,6907269.63,2417544.37,2417544.37,4489725.26,2072180.89
266,20240501,3,14,3160733.77,1106256.82,1106256.82,2054476.95,948220.13
267,20240501,3,15,2468223.17,863878.11,863878.11,1604345.06,740466.95
268,20240501,3,16,4155072.06,1454275.22,1454275.22,2700796.84,1246521.62
269,20240501,3,17,6783493.48,2374222.72,2374222.72,4409270.76,2035048.04
270,20240501,3,18,7631229.71,2670930.4,2670930.4,4960299.31,2289368.91
271,20240601,1,1,7880464.86,3546209.19,2758162.7,4334255.67,1576092.97
272,20240601,1,2,6612757.15,2975740.72,2314465.0,3637016.43,1322551.43
273,20240601,1,3,7150174.23,3217578.4,2502560.98,3932595.83,1430034.85
274,20240601,1,4,5900866.65,2655389.99,2065303.33,3245476.66,1180173.33
275,20240601,1,5,7818524.79,3518336.16,2736483.68,4300188.63,1563704.95
276,20240601,1,6,8265422.88,3719440.3,2892898.01,4545982.58,1653084.57
277,20240601,1,7,2505442.68,1127449.21,876904.94,1377993.47,501088.53
278,20240601,1,8,7576002.64,3409201.19,2651600.92,4166801.45,1515200.53
279,20240601,1,9,6019570.16,2708806.57,2106849.56,3310763.59,1203914.03
280,20240601,1,10,6569013.96,2956056.28,2299154.89,3612957.68,1313802.79
281,20240601,1,11,4870873.94,2191893.27,1704805.88,2678980.67,974174.79
282,20240601,1,12,6519946.19,2933975.79,2281981.17,3585970.4,1303989.23
283,20240601,1,13,3872627.55,1742682.4,1355419.64,2129945.15,774525.51
284,20240601,1,14,2988632.3,1344884.54,1046021.3,1643747.76,597726.46
285,20240601,1,15,3431071.59,1543982.22,1200875.06,1887089.37,686214.31
286,20240601,1,16,8198153.33,3689169.0,2869353.67,4508984.33,1639630.66
287,20240601,1,17,6746938.98,3036122.54,2361428.64,3710816.44,1349387.8
288,20240601,1,18,7081466.6,3186659.97,2478513.31,3894806.63,1416293.32
289,20240601,2,1,3331724.47,999517.34,1166103.56,2332207.13,1166103.57
290,20240601,2,2,3339603.44,1001881.03,1168861.2,2337722.41,1168861.21
291,20240601,2,3,5779481.53,1733844.46,2022818.54,4045637.07,2022818.53
292,20240601,2,4,6508924.71,1952677.41,2278123.65,4556247.3,2278123.65
293,20240601,2,5,5955763.56,1786729.07,2084517.25,4169034.49,2084517.24
294,20240601,2,6,4720897.8,1416269.34,1652314.23,3304628.46,1652314.23
295,20240601,2,7,5821635.26,1746490.58,2037572.34,4075144.68,2037572.34
296,20240601,2,8,3157817.01,947345.1,1105235.95,2210471.91,1105235.96
297,20240601,2,9,7353741.05,2206122.32,2573809.37,5147618.73,2573809.36
298,20240601,2,10,5212076.71,1563623.01,1824226.85,3648453.7,1824226.85
299,20240601,2,11,4691727.8,1407518.34,1642104.73,3284209.46,1642104.73
300,20240601,2,12,7713451.77,2314035.53,2699708.12,5399416.24,2699708.12
301,20240601,2,13,7192354.18,2157706.25,2517323.96,5034647.93,2517323.97
302,20240601,2,14,3599914.62,1079974.39,1259970.12,2519940.23,1259970.11
303,20240601,2,15,6744450.44,2023335.13,2360557.65,4721115.31,2360557.66
304,20240601,2,16,5372572.41,1611771.72,1880400.34,3760800.69,1880400.35
305,20240601,2,17,6291062.89,1887318.87,2201872.01,4403744.02,2201872.01
306,20240601,2,18,2425147.24,727544.17,848801.53,1697603.07,848801.54
307,20240601,3,1,4407885.92,1542760.07,1542760.07,2865125.85,1322365.78
308,20240601,3,2,2959486.34,1035820.22,1035820.22,1923666.12,887845.9
309,20240601,3,3,2132560.36,746396.13,746396.13,1386164.23,639768.1
310,20240601,3,4,6250295.41,2187603.39,2187603.39,4062692.02,1875088.63
311,20240601,3,5,4597516.85,1609130.9,1609130.9,2988385.95,1379255.05
312,20240601,3,6,3325496.61,1163923.81,1163923.81,2161572.8,997648.99
313,20240601,3,7,4992341.15,1747319.4,1747319.4,3245021.75,1497702.35
314,20240601,3,8,4571238.11,1599933.34,1599933.34,2971304.77,1371371.43
315,20240601,3,9,5356859.11,1874900.69,1874900.69,3481958.42,1607057.73
316,20240601,3,10,3913614.59,1369765.11,1369765.11,2543849.48,1174084.37
317,20240601,3,11,3589546.01,1256341.1,1256341.1,2333204.91,1076863.81
318,20240601,3,12,6735124.91,2357293.72,2357293.72,4377831.19,2020537.47
319,20240601,3,13,4557238.67,1595033.53,1595033.53,2962205.14,1367171.61
320,20240601,3,14,4992078.97,1747227.64,1747227.64,3244851.33,1497623.69
321,20240601,3,15,7657608.48,2680162.97,2680162.97,4977445.51,2297282.54
322,20240601,3,16,7536291.9,2637702.16,2637702.17,4898589.74,2260887.57
323,20240601,3,17,7969979.3,2789492.76,2789492.75,5180486.54,2390993.79
324,20240601,3,18,2739215.0,958725.25,958725.25,1780489.75,821764.5
325,20240701,1,1,7564042.86,3403819.29,2647415.0,4160223.57,1512808.57
326,20240701,1,2,5332389.93,2399575.47,1866336.48,2932814.46,1066477.98
327,20240701,1,3,4356283.3,1960327.48,1524699.15,2395955.82,871256.67
328,20240701,1,4,6291519.93,2831183.97,2202031.98,3460335.96,1258303.98
329,20240701,1,5,4055887.66,1825149.45,1419560.68,2230738.21,811177.53
330,20240701,1,6,6619985.2,2978993.34,2316994.82,3640991.86,1323997.04
331,20240701,1,7,7402253.81,3331014.21,2590788.83,4071239.6,1480450.77
332,20240701,1,8,7692275.11,3461523.8,2692296.29,4230751.31,1538455.02
333,20240701,1,9,8471267.32,3812070.29,2964943.56,4659197.03,1694253.47
334,20240701,1,10,3894913.94,1752711.27,1363219.88,2142202.67,778982.79
335,20240701,1,11,5489212.68,2470145.71,1921224.44,3019066.97,1097842.53
336,20240701,1,12,3819050.49,1718572.72,1336667.67,2100477.77,763810.1
337,20240701,1,13,7723498.54,3475574.34,2703224.49,4247924.2,1544699.71
338,20240701,1,14,6987906.39,3144557.88,2445767.24,3843348.51,1397581.27
339,20240701,1,15,3212377.04,1445569.67,1124331.96,1766807.37,642475.41
340,20240701,1,16,3741019.61,1683458.82,1309356.86,2057560.79,748203.93
341,20240701,1,17,6351064.68,2857979.11,2222872.64,3493085.57,1270212.93
342,20240701,1,18,4165322.35,1874395.06,1457862.82,2290927.29,833064.47
343,20240701,2,1,3747513.63,1124254.09,1311629.77,2623259.54,1311629.77
344,20240701,2,2,7075116.65,2122535.0,2476290.83,4952581.65,2476290.82
345,20240701,2,3,8279495.36,2483848.61,2897823.38,5795646.75,2897823.37
346,20240701,2,4,3759690.02,1127907.01,1315891.51,2631783.01,1315891.5
347,20240701,2,5,6115234.13,1834570.24,2140331.95,4280663.89,2140331.94
348,20240701,2,6,4087509.15,1226252.74,1430628.2,2861256.41,1430628.21
349,20240701,2,7,9129667.91,2738900.37,3195383.77,6390767.54,3195383.77
350,20240701,2,8,7032311.1,2109693.33,2461308.88,4922617.77,2461308.89
351,20240701,2,9,8803152.69,2640945.81,3081103.44,6162206.88,3081103.44
