ExpenseID,DateKey,CostCenterID,GeographyID,ExpenseAmount,IsForecast
273,20230201,6,15,117117.71,0
274,20230201,6,16,278292.48,0
275,20230201,6,17,227392.38,0
276,20230201,6,18,127024.33,0
277,20230201,7,1,239449.44,0
278,20230201,7,2,298537.0,0
279,20230201,7,3,256162.87,0
280,20230201,7,4,125047.89,0
281,20230201,7,5,125591.57,0
282,20230201,7,6,240519.37,0
283,20230201,7,7,302284.74,0
284,20230201,7,8,222074.44,0
285,20230201,7,9,203875.92,0
286,20230201,7,10,192208.22,0
287,20230201,7,11,134330.95,0
288,20230201,7,12,278217.96,0
289,20230201,7,13,272190.52,0
290,20230201,7,14,304379.8,0
291,20230201,7,15,272649.29,0
292,20230201,7,16,174710.77,0
293,20230201,7,17,247347.06,0
294,20230201,7,18,162543.35,0
295,20230201,8,1,168916.25,0
296,20230201,8,2,274017.69,0
297,20230201,8,3,227654.05,0
298,20230201,8,4,221710.45,0
299,20230201,8,5,176830.33,0
300,20230201,8,6,151094.33,0
301,20230201,8,7,220925.09,0
302,20230201,8,8,294354.88,0
303,20230201,8,9,238295.34,0
304,20230201,8,10,171061.21,0
305,20230201,8,11,213383.04,0
306,20230201,8,12,264532.31,0
307,20230201,8,13,222602.16,0
308,20230201,8,14,268968.89,0
309,20230201,8,15,254584.15,0
310,20230201,8,16,185330.94,0
311,20230201,8,17,244356.45,0
312,20230201,8,18,265403.16,0
313,20230201,9,1,94634.74,0
314,20230201,9,6,113438.88,0
315,20230201,9,13,142683.52,0
316,20230201,10,1,129016.97,0
317,20230201,10,6,117749.24,0
318,20230201,10,13,126463.72,0
319,20230201,11,1,110258.64,0
320,20230201,11,6,94246.13,0
321,20230201,11,13,106997.53,0
322,20230201,12,1,104470.32,0
323,20230201,12,6,72123.33,0
324,20230201,12,13,78978.3,0
325,20230201,13,1,105139.99,0
326,20230201,13,6,62881.1,0
327,20230201,13,13,104107.68,0
328,20230201,14,1,64674.39,0
329,20230201,14,6,58879.88,0
330,20230201,14,13,104991.62,0
331,20230201,15,1,100467.51,0
332,20230201,15,6,106063.78,0
333,20230201,15,13,95855.03,0
334,20230201,16,1,84001.39,0
335,20230201,16,6,72711.82,0
336,20230201,16,13,104855.89,0
337,20230301,1,1,118919.9,0
338,20230301,1,2,106405.58,0
339,20230301,1,3,116348.37,0
340,20230301,1,4,144662.92,0
341,20230301,1,5,181211.6,0
342,20230301,1,6,54186.35,0
343,20230301,1,7,156871.12,0
344,20230301,1,8,182605.76,0
345,20230301,1,9,147702.66,0
346,20230301,1,10,134309.35,0
347,20230301,1,11,71218.55,0
348,20230301,1,12,153726.44,0
349,20230301,1,13,85102.25,0
350,20230301,1,14,122567.22,0
351,20230301,1,15,173192.69,0
352,20230301,1,16,62459.91,0
353,20230301,1,17,210551.02,0
354,20230301,1,18,190689.68,0
355,20230301,2,1,195932.08,0
356,20230301,2,2,67561.8,0
357,20230301,2,3,71068.5,0
358,20230301,2,4,69657.76,0
359,20230301,2,5,153499.47,0
360,20230301,2,6,132904.1,0
361,20230301,2,7,145958.33,0
362,20230301,2,8,121035.32,0
363,20230301,2,9,153240.95,0
364,20230301,2,10,182308.76,0
365,20230301,2,11,108288.41,0
366,20230301,2,12,54564.24,0
367,20230301,2,13,110547.95,0
368,20230301,2,14,219737.61,0
369,20230301,2,15,102082.6,0
370,20230301,2,16,74939.06,0
371,20230301,2,17,164879.5,0
372,20230301,2,18,186888.78,0
373,20230301,3,1,142165.45,0
374,20230301,3,2,114208.91,0
375,20230301,3,3,157831.99,0
376,20230301,3,4,60622.31,0
377,20230301,3,5,129777.16,0
378,20230301,3,6,171794.47,0
379,20230301,3,7,150060.44,0
380,20230301,3,8,77644.94,0
381,20230301,3,9,121939.63,0
382,20230301,3,10,74653.95,0
383,20230301,3,11,156560.94,0
384,20230301,3,12,141301.28,0
385,20230301,3,13,133903.28,0
386,20230301,3,14,116590.18,0
387,20230301,3,15,156913.59,0
388,20230301,3,16,56036.54,0
389,20230301,3,17,102179.7,0
390,20230301,3,18,57351.78,0
391,20230301,4,1,66353.76,0
392,20230301,4,2,151836.68,0
393,20230301,4,3,190017.27,0
394,20230301,4,4,150273.8,0
395,20230301,4,5,164869.94,0
396,20230301,4,6,90222.29,0
397,20230301,4,7,105112.2,0
398,20230301,4,8,123450.28,0
399,20230301,4,9,108030.48,0
400,20230301,4,10,146506.52,0
401,20230301,4,11,184858.86,0
402,20230301,4,12,86751.1,0
403,20230301,4,13,110270.77,0
404,20230301,4,14,143843.93,0
405,20230301,4,15,128326.84,0
406,20230301,4,16,116153.2,0
407,20230301,4,17,53306.09,0
408,20230301,4,18,93330.19,0
409,20230301,5,1,262620.67,0
410,20230301,5,2,258914.66,0
411,20230301,5,3,271861.53,0
412,20230301,5,4,323467.03,0
413,20230301,5,5,278665.09,0
414,20230301,5,6,222450.2,0
415,20230301,5,7,298918.58,0
416,20230301,5,8,182145.44,0
417,20230301,5,9,148297.04,0
418,20230301,5,10,145730.22,0
419,20230301,5,11,210692.68,0
420,20230301,5,12,193224.46,0
421,20230301,5,13,263485.65,0
422,20230301,5,14,204213.67,0
423,20230301,5,15,185288.3,0
424,20230301,5,16,212881.77,0
425,20230301,5,17,141724.34,0
426,20230301,5,18,177713.17,0
427,20230301,6,1,168248.25,0
428,20230301,6,2,295398.81,0
429,20230301,6,3,143026.77,0
430,20230301,6,4,185109.28,0
431,20230301,6,5,276140.29,0
432,20230301,6,6,174832.19,0
433,20230301,6,7,233197.52,0
434,20230301,6,8,132917.95,0
435,20230301,6,9,145329.14,0
436,20230301,6,10,129070.16,0
437,20230301,6,11,186684.22,0
438,20230301,6,12,118767.37,0
439,20230301,6,13,274652.81,0
440,20230301,6,14,157981.0,0
441,20230301,6,15,164051.05,0
442,20230301,6,16,204009.05,0
443,20230301,6,17,244377.81,0
444,20230301,6,18,117154.14,0
445,20230301,7,1,120291.78,0
446,20230301,7,2,300389.57,0
447,20230301,7,3,192748.82,0
448,20230301,7,4,270621.2,0
449,20230301,7,5,305668.79,0
450,20230301,7,6,148658.0,0
451,20230301,7,7,284066.89,0
452,20230301,7,8,92879.32,0
453,20230301,7,9,125002.76,0
454,20230301,7,10,231705.6,0
455,20230301,7,11,201810.94,0
456,20230301,7,12,162998.13,0
457,20230301,7,13,160481.04,0
458,20230301,7,14,289403.7,0
459,20230301,7,15,108261.38,0
460,20230301,7,16,136622.29,0
461,20230301,7,17,115013.93,0
462,20230301,7,18,134308.6,0
463,20230301,8,1,180338.05,0
464,20230301,8,2,249275.27,0
465,20230301,8,3,143501.15,0
466,20230301,8,4,206339.62,0
467,20230301,8,5,278281.26,0
468,20230301,8,6,132038.27,0
469,20230301,8,7,174103.22,0
470,20230301,8,8,280484.05,0
471,20230301,8,9,308411.77,0
472,20230301,8,10,245321.52,0
473,20230301,8,11,287212.85,0
474,20230301,8,12,259280.69,0
475,20230301,8,13,270430.39,0
476,20230301,8,14,301037.06,0
477,20230301,8,15,133932.19,0
478,20230301,8,16,121883.01,0
479,20230301,8,17,136471.6,0
480,20230301,8,18,176864.35,0
481,20230301,9,1,101075.4,0
482,20230301,9,6,146376.51,0
483,20230301,9,13,104274.19,0
484,20230301,10,1,102655.27,0
485,20230301,10,6,95077.2,0
486,20230301,10,13,88148.8,0
487,20230301,11,1,97697.97,0
488,20230301,11,6,85846.17,0
489,20230301,11,13,119915.98,0
490,20230301,12,1,96104.09,0
491,20230301,12,6,99797.91,0
492,20230301,12,13,90693.14,0
493,20230301,13,1,85860.45,0
494,20230301,13,6,68961.62,0
495,20230301,13,13,93082.89,0
496,20230301,14,1,84520.08,0
497,20230301,14,6,94902.44,0
498,20230301,14,13,74702.49,0
499,20230301,15,1,93714.11,0
500,20230301,15,6,108523.26,0
501,20230301,15,13,92809.63,0
502,20230301,16,1,104685.96,0
503,20230301,16,6,65018.95,0
504,20230301,16,13,103351.95,0
505,20230401,1,1,71983.18,0
506,20230401,1,2,167855.65,0
507,20230401,1,3,104456.46,0
508,20230401,1,4,67390.29,0
509,20230401,1,5,47986.31,0
510,20230401,1,6,189092.54,0
511,20230401,1,7,123660.48,0
512,20230401,1,8,117101.22,0
513,20230401,1,9,166743.51,0
514,20230401,1,10,113555.36,0
515,20230401,1,11,66073.07,0
516,20230401,1,12,55125.45,0
517,20230401,1,13,142899.77,0
518,20230401,1,14,79565.6,0
519,20230401,1,15,70265.5,0
520,20230401,1,16,131704.95,0
521,20230401,1,17,88025.47,0
522,20230401,1,18,154956.19,0
523,20230401,2,1,51330.89,0
524,20230401,2,2,200734.89,0
525,20230401,2,3,99723.31,0
526,20230401,2,4,107945.93,0
527,20230401,2,5,200674.82,0
528,20230401,2,6,119831.6,0
529,20230401,2,7,151595.73,0
530,20230401,2,8,162062.65,0
531,20230401,2,9,81365.2,0
532,20230401,2,10,75306.22,0
533,20230401,2,11,195186.76,0
534,20230401,2,12,137808.25,0
535,20230401,2,13,178868.43,0
536,20230401,2,14,152210.06,0
537,20230401,2,15,117772.51,0
538,20230401,2,16,112419.26,0
539,20230401,2,17,88997.45,0
540,20230401,2,18,116836.36,0
541,20230401,3,1,189705.58,0
542,20230401,3,2,139312.15,0
543,20230401,3,3,78504.71,0
544,20230401,3,4,62959.3,0
545,20230401,3,5,131446.11,0
546,20230401,3,6,143498.98,0
547,20230401,3,7,182887.94,0
548,20230401,3,8,187208.27,0
549,20230401,3,9,163084.91,0
550,20230401,3,10,77367.29,0
551,20230401,3,11,118826.63,0
552,20230401,3,12,91529.42,0
553,20230401,3,13,161383.2,0
554,20230401,3,14,101231.44,0
555,20230401,3,15,88285.06,0
556,20230401,3,16,101104.78,0
557,20230401,3,17,174506.17,0
558,20230401,3,18,71629.63,0
559,20230401,4,1,79449.75,0
560,20230401,4,2,175012.55,0
561,20230401,4,3,116970.88,0
562,20230401,4,4,113488.08,0
563,20230401,4,5,164388.39,0
564,20230401,4,6,63606.87,0
565,20230401,4,7,184654.87,0
566,20230401,4,8,61885.0,0
567,20230401,4,9,86987.46,0
568,20230401,4,10,150088.37,0
569,20230401,4,11,91438.34,0
570,20230401,4,12,79151.33,0
571,20230401,4,13,123743.12,0
572,20230401,4,14,160345.05,0
573,20230401,4,15,47579.32,0
574,20230401,4,16,155230.63,0
575,20230401,4,17,61403.34,0
576,20230401,4,18,194944.32,0
577,20230401,5,1,254309.07,0
578,20230401,5,2,264920.61,0
579,20230401,5,3,187189.87,0
580,20230401,5,4,154284.84,0
581,20230401,5,5,257265.73,0
582,20230401,5,6,205103.58,0
583,20230401,5,7,245935.41,0
584,20230401,5,8,263313.76,0
585,20230401,5,9,194894.56,0
586,20230401,5,10,115517.44,0
587,20230401,5,11,212132.22,0
588,20230401,5,12,110357.39,0
589,20230401,5,13,143580.4,0
590,20230401,5,14,143130.85,0
591,20230401,5,15,136513.29,0
592,20230401,5,16,195276.08,0
593,20230401,5,17,263090.08,0
594,20230401,5,18,95365.72,0
595,20230401,6,1,94533.77,0
596,20230401,6,2,269240.97,0
597,20230401,6,3,133135.04,0
598,20230401,6,4,106924.36,0
599,20230401,6,5,170017.2,0
600,20230401,6,6,110880.18,0
601,20230401,6,7,291687.33,0
602,20230401,6,8,118632.12,0
603,20230401,6,9,236220.3,0
604,20230401,6,10,101655.55,0
605,20230401,6,11,288437.23,0
606,20230401,6,12,267424.35,0
607,20230401,6,13,130755.79,0
608,20230401,6,14,150439.4,0
609,20230401,6,15,188624.64,0
610,20230401,6,16,112083.27,0
611,20230401,6,17,297657.07,0
612,20230401,6,18,111744.84,0
613,20230401,7,1,235324.42,0
614,20230401,7,2,215041.72,0
615,20230401,7,3,173838.37,0
616,20230401,7,4,163612.42,0
617,20230401,7,5,154801.5,0
618,20230401,7,6,186375.09,0
619,20230401,7,7,302708.65,0
620,20230401,7,8,129344.34,0
621,20230401,7,9,110570.7,0
622,20230401,7,10,108545.93,0
623,20230401,7,11,203055.55,0
624,20230401,7,12,233487.7,0
625,20230401,7,13,130339.47,0
626,20230401,7,14,195417.34,0
627,20230401,7,15,234925.95,0
628,20230401,7,16,225235.01,0
629,20230401,7,17,239040.09,0
630,20230401,7,18,203380.8,0
631,20230401,8,1,201094.66,0
632,20230401,8,2,201315.27,0
633,20230401,8,3,101264.31,0
634,20230401,8,4,119025.77,0
635,20230401,8,5,291915.56,0
636,20230401,8,6,239133.31,0
637,20230401,8,7,280050.82,0
638,20230401,8,8,139807.62,0
639,20230401,8,9,160662.14,0
640,20230401,8,10,129784.59,0
641,20230401,8,11,239418.83,0
642,20230401,8,12,274454.97,0
643,20230401,8,13,102992.67,0
644,20230401,8,14,138858.96,0
645,20230401,8,15,195751.13,0
646,20230401,8,16,121098.53,0
647,20230401,8,17,140681.11,0
648,20230401,8,18,150652.38,0
649,20230401,9,1,115037.05,0
650,20230401,9,6,124220.46,0
651,20230401,9,13,123046.52,0
652,20230401,10,1,98946.37,0
653,20230401,10,6,155024.53,0
654,20230401,10,13,138739.24,0
655,20230401,11,1,133790.34,0
656,20230401,11,6,102359.65,0
657,20230401,11,13,105176.03,0
658,20230401,12,1,87525.38,0
659,20230401,12,6,115292.05,0
660,20230401,12,13,65961.52,0
661,20230401,13,1,74101.65,0
662,20230401,13,6,66185.58,0
663,20230401,13,13,114992.05,0
664,20230401,14,1,100597.95,0
665,20230401,14,6,126869.83,0
666,20230401,14,13,67203.63,0
667,20230401,15,1,113835.35,0
668,20230401,15,6,77067.85,0
669,20230401,15,13,68536.78,0
670,20230401,16,1,86682.55,0
671,20230401,16,6,85470.44,0
672,20230401,16,13,78653.38,0
673,20230501,1,1,72918.32,0
674,20230501,1,2,113884.78,0
675,20230501,1,3,73751.31,0
676,20230501,1,4,182158.63,0
677,20230501,1,5,156952.74,0
678,20230501,1,6,139817.5,0
679,20230501,1,7,147565.2,0
680,20230501,1,8,117813.98,0
681,20230501,1,9,202140.76,0
682,20230501,1,10,69315.76,0
683,20230501,1,11,140230.61,0
684,20230501,1,12,134761.04,0
685,20230501,1,13,100053.58,0
686,20230501,1,14,50765.75,0
687,20230501,1,15,161733.19,0
688,20230501,1,16,71578.81,0
689,20230501,1,17,182780.1,0
690,20230501,1,18,125296.49,0
691,20230501,2,1,67205.65,0
692,20230501,2,2,182015.6,0
693,20230501,2,3,152815.65,0
694,20230501,2,4,86503.07,0
695,20230501,2,5,196577.28,0
696,20230501,2,6,84040.37,0
697,20230501,2,7,157094.08,0
698,20230501,2,8,94870.08,0
699,20230501,2,9,111253.15,0
700,20230501,2,10,69827.49,0
701,20230501,2,11,123172.28,0
702,20230501,2,12,158579.95,0
703,20230501,2,13,74892.29,0
704,20230501,2,14,102660.44,0
705,20230501,2,15,155476.38,0
706,20230501,2,16,187740.62,0
707,20230501,2,17,199107.34,0
708,20230501,2,18,65051.51,0
709,20230501,3,1,108664.9,0
710,20230501,3,2,78681.2,0
711,20230501,3,3,185277.49,0
712,20230501,3,4,113605.97,0
713,20230501,3,5,174663.93,0
714,20230501,3,6,148891.77,0
715,20230501,3,7,128940.21,0
716,20230501,3,8,113970.87,0
717,20230501,3,9,194488.13,0
718,20230501,3,10,93629.84,0
719,20230501,3,11,67201.82,0
720,20230501,3,12,182855.1,0
721,20230501,3,13,129029.02,0
722,20230501,3,14,158540.41,0
723,20230501,3,15,184979.07,0
724,20230501,3,16,106560.31,0
725,20230501,3,17,144245.88,0
726,20230501,3,18,149545.44,0
727,20230501,4,1,122687.9,0
728,20230501,4,2,194065.18,0
729,20230501,4,3,150913.82,0
730,20230501,4,4,162199.94,0
731,20230501,4,5,112718.49,0
732,20230501,4,6,91550.16,0
733,20230501,4,7,172147.84,0
734,20230501,4,8,71458.69,0
735,20230501,4,9,100256.69,0
736,20230501,4,10,106156.19,0
737,20230501,4,11,167695.99,0
738,20230501,4,12,156273.38,0
739,20230501,4,13,177667.92,0
740,20230501,4,14,147371.77,0
741,20230501,4,15,127785.01,0
742,20230501,4,16,179561.45,0
743,20230501,4,17,66461.82,0
744,20230501,4,18,189179.3,0
745,20230501,5,1,163874.76,0
746,20230501,5,2,103392.63,0
747,20230501,5,3,253413.65,0
748,20230501,5,4,170207.66,0
749,20230501,5,5,110230.17,0
750,20230501,5,6,231809.61,0
751,20230501,5,7,212746.02,0
752,20230501,5,8,179900.71,0
753,20230501,5,9,166117.35,0
754,20230501,5,10,150918.48,0
755,20230501,5,11,128825.39,0
756,20230501,5,12,224086.65,0
757,20230501,5,13,239263.41,0
758,20230501,5,14,261733.7,0
759,20230501,5,15,125024.34,0
760,20230501,5,16,160705.8,0
761,20230501,5,17,261668.78,0
762,20230501,5,18,239836.65,0
763,20230501,6,1,115049.83,0
764,20230501,6,2,178280.8,0
765,20230501,6,3,209301.63,0
766,20230501,6,4,289908.01,0
767,20230501,6,5,119148.73,0
768,20230501,6,6,156386.65,0
769,20230501,6,7,284653.28,0
770,20230501,6,8,300453.26,0
771,20230501,6,9,178112.55,0
772,20230501,6,10,125361.39,0
773,20230501,6,11,259092.6,0
774,20230501,6,12,104575.35,0
775,20230501,6,13,204328.03,0
776,20230501,6,14,189689.79,0
777,20230501,6,15,173120.9,0
778,20230501,6,16,297418.3,0
779,20230501,6,17,119689.22,0
780,20230501,6,18,123911.25,0
781,20230501,7,1,111309.64,0
782,20230501,7,2,253979.08,0
783,20230501,7,3,163428.65,0
784,20230501,7,4,167642.33,0
785,20230501,7,5,97270.92,0
786,20230501,7,6,233762.57,0
787,20230501,7,7,103801.51,0
788,20230501,7,8,205309.65,0
789,20230501,7,9,179375.04,0
790,20230501,7,10,204382.11,0
791,20230501,7,11,246232.52,0
792,20230501,7,12,226614.72,0
793,20230501,7,13,263425.17,0
794,20230501,7,14,288276.76,0
795,20230501,7,15,269016.8,0
796,20230501,7,16,191812.35,0
797,20230501,7,17,103038.82,0
798,20230501,7,18,174057.26,0
799,20230501,8,1,263932.37,0
800,20230501,8,2,212843.04,0
801,20230501,8,3,127350.04,0
802,20230501,8,4,302722.63,0
803,20230501,8,5,177121.14,0
804,20230501,8,6,251173.11,0
805,20230501,8,7,114981.29,0
806,20230501,8,8,214410.92,0
807,20230501,8,9,168014.98,0
808,20230501,8,10,150094.08,0
809,20230501,8,11,203425.36,0
810,20230501,8,12,197043.93,0
811,20230501,8,13,179388.36,0
812,20230501,8,14,285790.47,0
813,20230501,8,15,263671.18,0
814,20230501,8,16,304812.25,0
815,20230501,8,17,125562.15,0
816,20230501,8,18,199763.03,0
817,20230501,9,1,100112.75,0
818,20230501,9,6,122125.91,0
